# time (s)	h_+ (strain)	h_x (strain)
-0.847233527	-6.752464050161885874e-20	-4.146133262435376702e-20
-0.847172492	-6.702766829180683878e-20	-4.226314656794863053e-20
-0.847111457	-6.652116276895739881e-20	-4.305902176340076433e-20
-0.847050421	-6.600519467308600208e-20	-4.384884471585849933e-20
-0.846989386	-6.547983609711129300e-20	-4.463250277030716926e-20
-0.846928351	-6.494516047690559863e-20	-4.540988412773498136e-20
-0.846867316	-6.440124258119580942e-20	-4.618087786111856600e-20
-0.846806281	-6.384815850120128634e-20	-4.694537393139311277e-20
-0.846745246	-6.328598564014764174e-20	-4.770326320319843664e-20
-0.846684211	-6.271480270243662141e-20	-4.845443746044874937e-20
-0.846623175	-6.213468968270412617e-20	-4.919878942182121680e-20
-0.846562140	-6.154572785492162712e-20	-4.993621275630146352e-20
-0.846501105	-6.094799976115424771e-20	-5.066660209847424692e-20
-0.846440070	-6.034158920013216306e-20	-5.138985306365639750e-20
-0.846379035	-5.972658121561522662e-20	-5.210586226292590357e-20
-0.846318000	-5.910306208459817793e-20	-5.281452731798925976e-20
-0.846256964	-5.847111930533777416e-20	-5.351574687590966125e-20
-0.846195929	-5.783084158517680821e-20	-5.420942062372360228e-20
-0.846134894	-5.718231882825383489e-20	-5.489544930284738586e-20
-0.846073859	-5.652564212294459106e-20	-5.557373472342668610e-20
-0.846012824	-5.586090372901778825e-20	-5.624417977825641758e-20
-0.845951789	-5.518819706475639503e-20	-5.690668845676365472e-20
-0.845890753	-5.450761669419252524e-20	-5.756116585906624037e-20
-0.845829718	-5.381925831394404982e-20	-5.820751820968616527e-20
-0.845768683	-5.312321873987748986e-20	-5.884565287109122691e-20
-0.845707648	-5.241959589358828929e-20	-5.947547835709702231e-20
-0.845646613	-5.170848878877089433e-20	-6.009690434606357645e-20
-0.845585578	-5.098999751736683938e-20	-6.070984169398791034e-20
-0.845524543	-5.026422323558918223e-20	-6.131420244740177720e-20
-0.845463507	-4.953126814980296997e-20	-6.190989985609619734e-20
-0.845402472	-4.879123550223949714e-20	-6.249684838568986030e-20
-0.845341437	-4.804422955665379107e-20	-6.307496373017459641e-20
-0.845280402	-4.729035558405622751e-20	-6.364416282448184097e-20
-0.845219367	-4.652971984761401623e-20	-6.420436385620403646e-20
-0.845158332	-4.576242958770446799e-20	-6.475548627734491175e-20
-0.845097296	-4.498859300686190803e-20	-6.529745081604657777e-20
-0.845036261	-4.420831925463101949e-20	-6.583017948810357940e-20
-0.844975226	-4.342171841227111982e-20	-6.635359560830558762e-20
-0.844914191	-4.262890147732827022e-20	-6.686762380159614130e-20
-0.844853156	-4.182998034803140334e-20	-6.737219001407571367e-20
-0.844792121	-4.102506780763197294e-20	-6.786722152376987559e-20
-0.844731086	-4.021427750853436943e-20	-6.835264695126325748e-20
-0.844670050	-3.939772395638656490e-20	-6.882839627009017009e-20
-0.844609015	-3.857552249382767182e-20	-6.929440081679436258e-20
-0.844547980	-3.774778928416280988e-20	-6.975059330057194904e-20
-0.844486945	-3.691464129527713724e-20	-7.019690781359661991e-20
-0.844425910	-3.607619628325196454e-20	-7.063327984076431786e-20
-0.844364875	-3.523257277578630172e-20	-7.105964626916265010e-20
-0.844303839	-3.438389005553197886e-20	-7.147594539732853274e-20
-0.844242804	-3.353026814329332592e-20	-7.188211694432019951e-20
-0.844181769	-3.267182778114575880e-20	-7.227810205857585360e-20
-0.844120734	-3.180869041542732027e-20	-7.266384332658167645e-20
-0.844059699	-3.094097817961324468e-20	-7.303928478134289824e-20
-0.843998664	-3.006881387712522163e-20	-7.340437191063486693e-20
-0.843937628	-2.919232096400397880e-20	-7.375905166506608641e-20
-0.843876593	-2.831162353155129666e-20	-7.410327246595872457e-20
-0.843815558	-2.742684628893834951e-20	-7.443698421330237899e-20
-0.843754523	-2.653811454552873802e-20	-7.476013829301255786e-20
-0.843693488	-2.564555419308709146e-20	-7.507268758400521040e-20
-0.843632453	-2.474929168803520732e-20	-7.537458646519990174e-20
-0.843571418	-2.384945403355147133e-20	-7.566579082233806229e-20
-0.843510382	-2.294616876165997084e-20	-7.594625805456343294e-20
-0.843449347	-2.203956391520167498e-20	-7.621594708080261082e-20
-0.843388312	-2.112976802973660939e-20	-7.647481834592806120e-20
-0.843327277	-2.021691011537125980e-20	-7.672283382670595492e-20
-0.843266242	-1.930111963851377117e-20	-7.695995703752747108e-20
-0.843205207	-1.838252650355066827e-20	-7.718615303592551503e-20
-0.843144171	-1.746126103449592412e-20	-7.740138842786327385e-20
-0.843083136	-1.653745395650079872e-20	-7.760563137275640370e-20
-0.843022101	-1.561123637739588894e-20	-7.779885158810128017e-20
-0.842961066	-1.468273976910352125e-20	-7.798102035432953347e-20
-0.842900031	-1.375209594904901894e-20	-7.815211051929535682e-20
-0.842838996	-1.281943706144286885e-20	-7.831209650247875227e-20
-0.842777961	-1.188489555856899841e-20	-7.846095429895452327e-20
-0.842716925	-1.094860418201109494e-20	-7.859866148314145837e-20
-0.842655890	-1.001069594382837224e-20	-7.872519721232888953e-20
-0.842594855	-9.071304107679010641e-21	-7.884054222997954160e-20
-0.842533820	-8.130562169911600979e-21	-7.894467886880643412e-20
-0.842472785	-7.188603840627616891e-21	-7.903759105362354652e-20
-0.842411750	-6.245563024703950391e-21	-7.911926430397163099e-20
-0.842350714	-5.301573802751317746e-21	-7.918968573652023233e-20
-0.842289679	-4.356770412105365528e-21	-7.924884406723522580e-20
-0.842228644	-3.411287227781126825e-21	-7.929672961330503595e-20
-0.842167609	-2.465258743382592376e-21	-7.933333429487193930e-20
-0.842106574	-1.518819551912968419e-21	-7.935865163653921288e-20
-0.842045539	-5.721043266773858521e-22	-7.937267676863265442e-20
-0.841984503	3.747521979074865569e-22	-7.937540642823654010e-20
-0.841923468	1.321615245445445171e-21	-7.936683895999914471e-20
-0.841862433	2.268350016766921966e-21	-7.934697431671108642e-20
-0.841801398	3.214821709107376581e-21	-7.931581405965382378e-20
-0.841740363	4.160895535304778958e-21	-7.927336135871967726e-20
-0.841679328	5.106436742972922976e-21	-7.921962099230366423e-20
-0.841618293	6.051310633737913586e-21	-7.915459934696404176e-20
-0.841557257	6.995382582395444639e-21	-7.907830441685627578e-20
-0.841496222	7.938518056116786173e-21	-7.899074580293642838e-20
-0.841435187	8.880582633591426676e-21	-7.889193471196801584e-20
-0.841374152	9.821442024122289315e-21	-7.878188395535556922e-20
-0.841313117	1.076096208686252357e-20	-7.866060794757705976e-20
-0.841252082	1.169900885001111360e-20	-7.852812270444144988e-20
-0.841191046	1.263544852987521369e-20	-7.838444584115625120e-20
-0.841130011	1.357014755003582045e-20	-7.822959657014905703e-20
-0.841068976	1.450297256037289121e-20	-7.806359569867780030e-20
-0.841007941	1.543379045614344354e-20	-7.788646562620088426e-20
-0.840946906	1.636246839698081655e-20	-7.769823034152770888e-20
-0.840885871	1.728887382586594748e-20	-7.749891541974217836e-20
-0.840824836	1.821287448812049563e-20	-7.728854801888723677e-20
-0.840763800	1.913433845027372150e-20	-7.706715687644106630e-20
-0.840702765	2.005313411896787558e-20	-7.683477230555038951e-20
-0.840641730	2.096913025974104075e-20	-7.659142619105680651e-20
-0.840580695	2.188219601583110579e-20	-7.633715198523814247e-20
-0.840519660	2.279220092675652059e-20	-7.607198470319452136e-20
-0.840458625	2.369901494707432113e-20	-7.579596091833982414e-20
-0.840397589	2.460250846506574562e-20	-7.550911875760518431e-20
-0.840336554	2.550255232130556646e-20	-7.521149789633587538e-20
-0.840275519	2.639901782718037915e-20	-7.490313955296256368e-20
-0.840214484	2.729177678332327571e-20	-7.458408648345862641e-20
-0.840153449	2.818070149798817026e-20	-7.425438297557572294e-20
-0.840092414	2.906566480539885585e-20	-7.391407484284412579e-20
-0.840031378	2.994654008395596374e-20	-7.356320941837970037e-20
-0.839970343	3.082320127443874071e-20	-7.320183554844803683e-20
-0.839909308	3.169552289808100903e-20	-7.283000358582983814e-20
-0.839848273	3.256338007459430773e-20	-7.244776538296061316e-20
-0.839787238	3.342664854012294030e-20	-7.205517428484873130e-20
-0.839726203	3.428520466508600028e-20	-7.165228512181076662e-20
-0.839665168	3.513892547193755097e-20	-7.123915420216134185e-20
-0.839604132	3.598768865288262902e-20	-7.081583930440152043e-20
-0.839543097	3.683137258746386773e-20	-7.038239966917186192e-20
-0.839482062	3.766985636004584737e-20	-6.993889599111889485e-20
-0.839421027	3.850301977722028990e-20	-6.948539041054409190e-20
-0.839359992	3.933074338512054828e-20	-6.902194650484110110e-20
-0.839298957	4.015290848661908959e-20	-6.854862927973266829e-20
-0.839237921	4.096939715841794460e-20	-6.806550516030495175e-20
-0.839176886	4.178009226803339965e-20	-6.757264198183701415e-20
-0.839115851	4.258487749070344077e-20	-6.707010898040806225e-20
-0.839054816	4.338363732615287149e-20	-6.655797678332025467e-20
-0.838993781	4.417625711524573373e-20	-6.603631739932111668e-20
-0.838932746	4.496262305652241358e-20	-6.550520420862647680e-20
-0.838871711	4.574262222264245477e-20	-6.496471195271651679e-20
-0.838810675	4.651614257642330603e-20	-6.441491672390557303e-20
-0.838749640	4.728307298706592581e-20	-6.385589595477111636e-20
-0.838688605	4.804330324640308279e-20	-6.328772840748400384e-20
-0.838627570	4.879672408486379248e-20	-6.271049416283355493e-20
-0.838566535	4.954322718726053809e-20	-6.212427460908692550e-20
-0.838505500	5.028270520846217548e-20	-6.152915243064621101e-20
-0.838444464	5.101505178892911603e-20	-6.092521159651962518e-20
-0.838383429	5.174016157010511197e-20	-6.031253734861229138e-20
-0.838322394	5.245793020970088274e-20	-5.969121618980575935e-20
-0.838261359	5.316825439678181409e-20	-5.906133587190097362e-20
-0.838200324	5.387103186675711566e-20	-5.842298538334191451e-20
-0.838139289	5.456616141621312887e-20	-5.777625493676787963e-20
-0.838078253	5.525354291759538899e-20	-5.712123595639038525e-20
-0.838017218	5.593307733374039251e-20	-5.645802106519949056e-20
-0.837956183	5.660466673238087090e-20	-5.578670407211263292e-20
-0.837895148	5.726821430047698445e-20	-5.510737995882577447e-20
-0.837834113	5.792362435806256686e-20	-5.442014486638806948e-20
-0.837773078	5.857080237217820524e-20	-5.372509608166514678e-20
-0.837712043	5.920965497059504377e-20	-5.302233202371393177e-20
-0.837651007	5.984008995542288707e-20	-5.231195222994286571e-20
-0.837589972	6.046201631652633654e-20	-5.159405734213850156e-20
-0.837528937	6.107534424479581989e-20	-5.086874909230672305e-20
-0.837467902	6.167998514522089991e-20	-5.013613028838876022e-20
-0.837406867	6.227585164981479309e-20	-4.939630479979601114e-20
-0.837345832	6.286285763038600555e-20	-4.864937754276433168e-20
-0.837284796	6.344091821107982029e-20	-4.789545446562493258e-20
-0.837223761	6.400994978069164605e-20	-4.713464253380737359e-20
-0.837162726	6.456987000446428915e-20	-4.636704971473782321e-20
-0.837101691	6.512059783654057113e-20	-4.559278496267718120e-20
-0.837040656	6.566205353192820464e-20	-4.481195820342995312e-20
-0.836979621	6.619415865819290857e-20	-4.402468031881894394e-20
-0.836918586	6.671683610693644498e-20	-4.323106313106367305e-20
-0.836857550	6.723001010512865848e-20	-4.243121938696013576e-20
-0.836796515	6.773360622622336610e-20	-4.162526274196521309e-20
-0.836735480	6.822755140107334855e-20	-4.081330774416626617e-20
-0.836674445	6.871177392869031621e-20	-3.999546981806170648e-20
-0.836613410	6.918620348678323668e-20	-3.917186524825760173e-20
-0.836552375	6.965077114211422862e-20	-3.834261116301791093e-20
-0.836491339	7.010540936068493759e-20	-3.750782551769849565e-20
-0.836430304	7.055005201798546858e-20	-3.666762707831881730e-20
-0.836369269	7.098463440871775629e-20	-3.582213540461525814e-20
-0.836308234	7.140909325609340122e-20	-3.497147083296459269e-20
-0.836247199	7.182336672120394471e-20	-3.411575445929581314e-20
-0.836186164	7.222739441215976772e-20	-3.325510812196084824e-20
-0.836125128	7.262111739305230947e-20	-3.238965438443793697e-20
-0.836064093	7.300447819269658572e-20	-3.151951651795469684e-20
-0.836003058	7.337742081316431023e-20	-3.064481848400982824e-20
-0.835942023	7.373989073810946127e-20	-2.976568491679146845e-20
-0.835880988	7.409183494090275965e-20	-2.888224110544865143e-20
-0.835819953	7.443320189252039818e-20	-2.799461297634779948e-20
-0.835758918	7.476394156925325030e-20	-2.710292707514905021e-20
-0.835697882	7.508400545991774444e-20	-2.620731054885736887e-20
-0.835636847	7.539334657286212029e-20	-2.530789112771896633e-20
-0.835575812	7.569191944347512405e-20	-2.440479710713344055e-20
-0.835514777	7.597968014109711182e-20	-2.349815732939001434e-20
-0.835453742	7.625658627562780681e-20	-2.258810116537507386e-20
-0.835392707	7.652259700393964617e-20	-2.167475849612184704e-20
-0.835331671	7.677767303604766596e-20	-2.075825969435954023e-20
-0.835270636	7.702177664107500907e-20	-1.983873560593104836e-20
-0.835209601	7.725487165298502232e-20	-1.891631753118142694e-20
-0.835148566	7.747692347610343926e-20	-1.799113720622823238e-20
-0.835087531	7.768789909040668292e-20	-1.706332678420377684e-20
-0.835026496	7.788776705658744671e-20	-1.613301881642841374e-20
-0.834965461	7.807649752098316120e-20	-1.520034623351579273e-20
-0.834904425	7.825406222064476489e-20	-1.426544232645649017e-20
-0.834843390	7.842043448740405156e-20	-1.332844072754890278e-20
-0.834782355	7.857558925182808595e-20	-1.238947539129508186e-20
-0.834721320	7.871950304715115826e-20	-1.144868057529056096e-20
-0.834660285	7.885215401298406501e-20	-1.050619082103450436e-20
-0.834599250	7.897352189878669319e-20	-9.562140934738729906e-21
-0.834538214	7.908358806711767791e-20	-8.616665968048989301e-21
-0.834477179	7.918233549664629206e-20	-7.669901198784165545e-21
-0.834416144	7.926974878494297431e-20	-6.721982111561766756e-21
-0.834355109	7.934581415100132241e-20	-5.773044378462781197e-21
-0.834294074	7.941051943716827211e-20	-4.823223839758050724e-21
-0.834233039	7.946385411134836021e-20	-3.872656484454099581e-21
-0.834172003	7.950580926917510214e-20	-2.921478430780407019e-21
-0.834110968	7.953637763564798432e-20	-1.969825906659621534e-21
-0.834049933	7.955555356652397261e-20	-1.017835230237390706e-21
-0.833988898	7.956333304947808972e-20	-6.564279034892306326e-23
-0.833927863	7.955971370502959492e-20	8.866149729981844345e-22
-0.833866828	7.954469478723477717e-20	1.838801588203410466e-21
-0.833805793	7.951827718414514588e-20	2.790780571603752622e-21
-0.833744757	7.948046341803583416e-20	3.742415447052014363e-21
-0.833683722	7.943125764557556213e-20	4.693569765500848927e-21
-0.833622687	7.937066565765119676e-20	5.644107124643151779e-21
-0.833561652	7.929869487865267816e-20	6.593891188390398099e-21
-0.833500617	7.921535436573751893e-20	7.542785706472250288e-21
-0.833439582	7.912065480788491982e-20	8.490654533971117938e-21
-0.833378546	7.901460852471116633e-20	9.437361650891900634e-21
-0.833317511	7.889722946505670629e-20	1.038277118166501759e-20
-0.833256476	7.876853320533134273e-20	1.132674741470139151e-20
-0.833195441	7.862853694764129105e-20	1.226915482184452610e-20
-0.833134406	7.847725951772160903e-20	1.320985807775808297e-20
-0.833073371	7.831472136256250014e-20	1.414872207944406667e-20
-0.833012336	7.814094454779730719e-20	1.508561196573702295e-20
-0.832951300	7.795595275488627314e-20	1.602039313669486711e-20
-0.832890265	7.775977127806194396e-20	1.695293127298859452e-20
-0.832829230	7.755242702105183772e-20	1.788309235520805665e-20
-0.832768195	7.733394849355847062e-20	1.881074268318298960e-20
-0.832707160	7.710436580751995929e-20	1.973574889520594955e-20
-0.832646125	7.686371067287362500e-20	2.065797798721022361e-20
-0.832585089	7.661201639295943679e-20	2.157729733178951955e-20
-0.832524054	7.634931786063893766e-20	2.249357469743021187e-20
-0.832463019	7.607565155373371560e-20	2.340667826760503543e-20
-0.832401984	7.579105553012999060e-20	2.431647665978689194e-20
-0.832340949	7.549556942266097339e-20	2.522283894438817424e-20
-0.832279914	7.518923443374756821e-20	2.612563466368321761e-20
-0.832218878	7.487209332984089724e-20	2.702473385058226481e-20
-0.832157843	7.454419043564188677e-20	2.792000704747142442e-20
-0.832096808	7.420557162887784422e-20	2.881132532510260095e-20
-0.832035773	7.385628433394722635e-20	2.969856030127697139e-20
-0.831974738	7.349637751472234279e-20	3.058158415916261015e-20
-0.831913703	7.312590166780230585e-20	3.146026966581037663e-20
-0.831852668	7.274490881560022996e-20	3.233449019052454835e-20
-0.831791632	7.235345249919782699e-20	3.320411972318141809e-20
-0.831730597	7.195158777098565749e-20	3.406903289245133549e-20
-0.831669562	7.153937118707318530e-20	3.492910498395833069e-20
-0.831608527	7.111686079948876124e-20	3.578421195832426027e-20
-0.831547492	7.068411614775966201e-20	3.663423046892151787e-20
-0.831486457	7.024119825028014442e-20	3.747903787946580245e-20
-0.831425421	6.978816959659479783e-20	3.831851228216415009e-20
-0.831364386	6.932509413884384012e-20	3.915253251543194873e-20
-0.831303351	6.885203728289260945e-20	3.998097818145688363e-20
-0.831242316	6.836906587925712396e-20	4.080372966364652658e-20
-0.831181281	6.787624821378769666e-20	4.162066814402296796e-20
-0.831120246	6.737365399819145816e-20	4.243167562042510871e-20
